82	276.088	365	296.777	689	300.19	1600	538.283
85	411.847	462	446.728	855	470.172	1700	461.589
72	690.862	386	772.552	815	795.153	1600	1089.18
81	416.608	448	462.024	912	487.918	1700	532.469
72	883.244	554	1008.93	1024	1077.82	1500	1167.28
105	288.93	340	308.442	594	311.595	1500	241.331
88	556.317	270	671.772	781	700.703	1600	765.14
80	176.838	371	189.018	699	201.079	1500	154.494
113	243.164	292	263.025	540	265.956	1600	406.367
73	532.063	209	508.754	569	440.025	1400	1072.72
60	307.031	443	396.499	787	410.738	1300	438.973
64	759.168	600	957.746	1136	1020.86	1700	1097.78
48	247.669	175	301.011	572	328.175	1400	228.618
75	479.559	398	518.706	909	551.492	1700	564.234
88	370.762	500	441.458	1034	471.745	1700	507.277
44	172.575	294	188.506	566	186.092	1000	358.641
99	308.836	446	342.82	935	355.979	1600	382.089
51	367.561	149	417.411	645	391.513	1300	933.77
81	292.177	384	315.806	797	286.416	1700	800.414
65	604.565	173	662.467	847	448.438	1600	922.21
85	343.449	569	409.762	1057	434.817	1700	492.69
65	359.088	533	397.984	1025	392.728	1600	632.053
67	218.753	138	250.283	417	234.192	1300	683.011
77	575.005	243	530.576	572	475.391	1500	1188.63
81	211.256	352	260.327	753	272.488	1600	294.669
75	287.318	382	324.536	703	337.555	1500	401.175
57	772.157	122	957.42	836	866.971	1600	1856.66
61	89.9882	265	129.699	526	135.198	1200	166.96
51	886.994	443	994.649	1079	1104.18	1500	1178.5
61	233.748	494	249.25	889	246.18	1500	257.349
54	268.361	192	342.708	472	316.765	1600	832.612
61	729.259	347	788.598	887	812.058	1600	858.462
68	321.095	183	355.903	651	341.011	1500	770.709
62	466.091	224	518.947	827	378.878	1500	807.469
58	286.39	515	307.153	928	313.903	1500	303.18
81	259.521	389	277.752	723	289.08	1600	321.529
72	475.837	400	508.606	843	481.737	1500	906.109
51	205.235	378	239.059	746	255.308	1200	284.16
49	524.843	180	607.432	1008	672.96	1500	719.258
70	228.994	360	280.329	701	295.802	1300	323.667
69	936.325	539	1042.3	1031	1102.98	1700	1189.45
94	288.456	297	325.899	553	321.929	1700	369.516
66	295.635	257	322.532	827	340.467	1300	359.735
66	454.609	197	520.679	812	553.181	1700	605.851
71	465.146	520	572.073	953	598.281	1500	648.436
87	202.758	334	226.197	644	232.698	1600	298.598
70	499.908	475	596.856	819	614.153	1500	665.973
94	281.223	470	307.937	889	317.627	1600	371.114
106	296.225	364	316.36	680	323.343	1700	351.721
82	239.376	363	265.097	682	274.313	1300	306.476
96	319.017	302	338.936	567	339.821	1600	338.331
87	417.755	409	453.21	753	465.635	1500	501.154
71	360.253	449	392.53	957	417.514	1700	428.615
100	640.588	432	696.534	810	699.982	1700	1064.14
80	249.474	398	295.487	740	304.252	1500	418.081
80	457.299	223	430.506	527	384.21	1500	1043.86
73	325.99	444	365.371	820	375.83	1500	408.235
62	263.204	146	279.002	499	203.885	1300	650.845
62	818.558	510	892.814	999	956.175	1600	1027.91
91	483.767	427	519.011	799	528.499	1700	608.49
68	463.225	310	493.698	770	460.955	1500	895.986
75	154.22	254	165.769	470	169.528	1200	225.379
70	349.991	411	374.502	759	389.99	1500	453.549
91	377.79	546	415.286	1002	432.433	1700	493.173
67	483.658	298	529.838	589	536.782	1300	661.522
76	211.896	280	237.772	543	238.462	1200	460.832
73	333.192	300	379.813	714	399.219	1500	440.853
67	313.679	473	369.819	875	386.485	1500	422.488
105	242.637	516	278.912	1039	305.859	1500	320.999
97	407.225	393	432.436	830	426.311	1700	726.458
